customer_id,year_month,mrr,status
1,2025-11,50.56,active
1,2025-12,50.71,active
1,2026-01,50.47,active
1,2026-02,50.56,active
1,2026-03,50.41,churned
2,2025-11,109.5,active
2,2025-12,110.71,active
2,2026-01,110.27,active
2,2026-02,110.54,active
2,2026-03,110.67,active
2,2026-04,110.21,active
2,2026-05,110.35,churned
3,2025-12,109.82,active
3,2026-01,110.58,active
3,2026-02,110.54,active
3,2026-03,110.81,active
3,2026-04,110.4,active
3,2026-05,111.37,active
3,2026-06,111.24,active
4,2025-11,116.81,active
4,2025-12,117.19,active
4,2026-01,116.24,active
4,2026-02,115.82,active
4,2026-03,116.42,active
4,2026-04,116.17,active
4,2026-05,116.28,active
4,2026-06,116.18,active
5,2025-11,52.19,active
5,2025-12,51.79,active
5,2026-01,51.92,active
5,2026-02,51.69,active
5,2026-03,51.69,active
5,2026-04,51.58,active
5,2026-05,51.75,active
5,2026-06,51.78,active
6,2025-11,49.79,active
6,2025-12,49.38,active
6,2026-01,49.85,active
6,2026-02,49.82,active
6,2026-03,49.6,active
6,2026-04,49.71,active
6,2026-05,49.87,active
6,2026-06,49.64,active
7,2025-11,113.58,active
7,2025-12,113.03,active
7,2026-01,112.8,active
7,2026-02,113.43,active
7,2026-03,113.36,active
7,2026-04,113.11,active
7,2026-05,112.68,active
7,2026-06,113.02,active
8,2026-01,125.14,active
8,2026-02,124.04,active
8,2026-03,124.91,active
8,2026-04,125.07,active
8,2026-05,124.33,active
8,2026-06,124.79,active
9,2025-12,43.81,active
9,2026-01,43.53,active
9,2026-02,43.53,active
9,2026-03,43.63,active
9,2026-04,43.3,active
9,2026-05,43.64,active
9,2026-06,43.67,active
10,2025-12,114.49,active
10,2026-01,114.76,active
10,2026-02,115.21,active
10,2026-03,114.16,active
10,2026-04,114.39,active
10,2026-05,114.1,active
10,2026-06,114.29,active
11,2025-12,100.23,active
11,2026-01,99.96,active
11,2026-02,100.22,active
11,2026-03,101.12,active
11,2026-04,99.99,active
11,2026-05,99.86,active
11,2026-06,100.18,active
12,2025-12,126.41,active
12,2026-01,126.87,active
12,2026-02,126.56,active
12,2026-03,125.85,active
12,2026-04,125.9,active
12,2026-05,126.46,active
12,2026-06,127.06,active
13,2025-12,1560.62,active
13,2026-01,1570.51,active
13,2026-02,1562.96,active
13,2026-03,1558.96,active
13,2026-04,1560.94,active
13,2026-05,1568.57,active
13,2026-06,1551.22,active
14,2025-12,46.41,active
14,2026-01,46.58,active
14,2026-02,46.09,active
14,2026-03,46.07,active
14,2026-04,46.56,active
14,2026-05,46.75,active
14,2026-06,46.59,active
15,2025-12,107.13,active
15,2026-01,106.09,active
15,2026-02,106.84,active
15,2026-03,107.32,active
15,2026-04,106.5,active
15,2026-05,106.27,active
15,2026-06,107.09,active
16,2025-12,46.45,active
16,2026-01,46.69,active
16,2026-02,46.54,active
16,2026-03,46.22,active
16,2026-04,46.63,active
16,2026-05,46.4,active
16,2026-06,46.32,active
17,2026-02,111.96,active
17,2026-03,111.71,active
17,2026-04,111.92,active
17,2026-05,112.11,active
17,2026-06,111.58,active
18,2025-12,116.04,active
18,2026-01,116.66,active
18,2026-02,116.53,active
18,2026-03,117.27,active
18,2026-04,116.82,active
18,2026-05,116.19,active
18,2026-06,115.67,active
19,2025-12,43.0,active
19,2026-01,43.07,active
19,2026-02,43.2,active
19,2026-03,42.84,active
19,2026-04,42.95,active
19,2026-05,43.27,active
19,2026-06,43.06,active
20,2025-12,47.52,active
20,2026-01,47.41,active
20,2026-02,47.54,active
20,2026-03,47.14,active
20,2026-04,47.81,active
20,2026-05,47.45,active
20,2026-06,47.51,active
21,2025-12,96.84,active
21,2026-01,96.45,active
21,2026-02,96.39,active
21,2026-03,97.02,active
21,2026-04,96.74,active
21,2026-05,96.08,active
21,2026-06,96.94,active
22,2025-12,46.55,active
22,2026-01,46.59,active
22,2026-02,46.58,active
22,2026-03,46.21,active
22,2026-04,46.86,active
22,2026-05,46.39,active
22,2026-06,46.64,active
23,2025-12,123.02,active
23,2026-01,123.62,active
23,2026-02,122.55,active
23,2026-03,122.39,active
23,2026-04,123.38,active
23,2026-05,122.67,active
23,2026-06,122.65,active
24,2025-11,120.23,active
24,2025-12,119.53,active
24,2026-01,120.64,active
24,2026-02,119.45,active
24,2026-03,120.29,active
24,2026-04,120.17,active
24,2026-05,120.79,active
24,2026-06,119.97,active
25,2025-12,48.0,active
25,2026-01,47.92,active
25,2026-02,47.94,active
25,2026-03,48.21,active
25,2026-04,47.78,active
25,2026-05,48.1,active
25,2026-06,48.01,active
26,2025-12,984.74,active
26,2026-01,989.24,churned
27,2025-12,44.82,active
27,2026-01,44.73,active
27,2026-02,44.8,active
27,2026-03,44.94,active
27,2026-04,44.51,active
27,2026-05,44.95,active
27,2026-06,44.69,active
28,2026-01,39.82,active
28,2026-02,40.05,active
28,2026-03,40.0,active
28,2026-04,39.93,active
28,2026-05,40.08,active
28,2026-06,39.99,active
29,2025-12,95.64,active
29,2026-01,95.24,active
29,2026-02,95.35,active
29,2026-03,95.7,active
29,2026-04,96.64,active
29,2026-05,96.25,active
29,2026-06,96.1,active
30,2025-12,42.07,active
30,2026-01,41.92,active
30,2026-02,41.84,active
30,2026-03,42.15,active
30,2026-04,42.13,active
30,2026-05,41.86,active
30,2026-06,41.86,active
31,2025-12,108.3,active
31,2026-01,108.04,active
31,2026-02,108.26,active
31,2026-03,107.42,active
31,2026-04,107.43,active
31,2026-05,108.59,active
31,2026-06,108.26,active
32,2025-12,46.3,active
32,2026-01,46.33,active
32,2026-02,46.34,active
32,2026-03,45.93,active
32,2026-04,45.82,active
32,2026-05,46.19,active
32,2026-06,46.3,active
33,2025-12,1405.81,active
33,2026-01,1413.55,active
33,2026-02,1409.12,active
33,2026-03,1412.18,active
33,2026-04,1408.21,active
33,2026-05,1408.04,active
33,2026-06,1404.83,churned
34,2025-12,42.3,active
34,2026-01,42.05,active
34,2026-02,42.5,active
34,2026-03,42.45,active
34,2026-04,42.06,active
34,2026-05,42.56,active
34,2026-06,42.41,churned
35,2026-01,103.23,active
35,2026-02,104.35,active
35,2026-03,103.67,active
35,2026-04,103.91,active
35,2026-05,103.97,active
35,2026-06,103.93,active
36,2025-12,100.79,active
36,2026-01,100.89,active
36,2026-02,100.99,active
36,2026-03,100.85,active
36,2026-04,101.05,active
36,2026-05,100.75,active
36,2026-06,100.24,active
37,2026-01,45.79,active
37,2026-02,45.95,active
37,2026-03,46.01,active
37,2026-04,45.84,active
37,2026-05,45.82,active
37,2026-06,45.88,active
38,2026-01,45.96,active
38,2026-02,45.59,active
38,2026-03,45.69,active
38,2026-04,45.93,active
38,2026-05,45.69,active
38,2026-06,45.73,active
39,2026-01,842.64,active
39,2026-02,832.6,active
39,2026-03,844.43,active
